timestamp,IFPID,Outcome,User ID,Screen Name,IP addr,Op Type,Order ID,isBuy,isLong,With MM,By Agent,Matching Order ID,Matching User ID,Matching Screen Name,Order Price,Order Qty,Trade Price,Trade Qty,Low Fuse,Max Bid,Min Ask,High Fuse,Min Qty,Divest Only
2020-04-25 09:38:28,"SP2K3K","b",3150,"mbmb","90.107.45.26","orderCreate",1363458,false,true,,false,,,,22,25,,,,,,,,
2020-04-25 14:08:45,"SP2K3K","a",15433,"kart36","177.26.17.98","orderCancel",1362171,true,true,,false,,,,75,2800,,,,,,,,
2020-04-26 04:52:28,"SP2K3K","a",15433,"kart36","187.119.224.51","trade",1360471,false,true,,false,1363719,15745,"miky0307",85,979,85,1,,,,,,
2020-04-26 04:52:28,"SP2K3K","a",15745,"miky0307","62.4.25.115","trade",1363719,true,true,,false,1360471,15433,"kart36",85,0,85,1,,,,,,
2020-04-26 04:52:28,"SP2K3K","a",15745,"miky0307","62.4.25.115","orderCreate",1363719,true,true,,false,,,,85,1,,,,,,,,
2020-04-26 15:45:40,"SP2K3K","a",127739,"mateuszpkruk","71.60.214.89","orderCancel",1362142,true,true,,false,,,,73,100,,,,,,,,
2020-04-26 23:55:48,"SP2K3K","b",107055,"moglj","180.150.83.146","orderCreate",1363974,true,true,,false,,,,15,50,,,,,,,,
2020-04-27 10:05:30,"SP2K3K","a",4418,"rajx2","98.3.36.93","orderCancel",1362276,true,true,,false,,,,76,100,,,,,,,,
2020-04-27 10:05:43,"SP2K3K","a",4418,"rajx2","98.3.36.93","orderCreate",1364231,true,true,,false,,,,79,90,,,,,,,,
2020-04-27 12:52:57,"SP2K3K","a",1352,"fuliang","176.167.164.251","orderCancel",1363289,true,true,,false,,,,77,250,,,,,,,,
2020-04-27 12:53:09,"SP2K3K","a",1352,"fuliang","176.167.164.251","orderCreate",1364269,true,true,,false,,,,80,200,,,,,,,,
2020-04-27 13:00:08,"SP2K3K","a",15433,"kart36","187.119.232.1","trade",1360471,false,true,,false,1364270,1352,"fuliang",85,0,85,979,,,,,,
2020-04-27 13:00:08,"SP2K3K","a",1352,"fuliang","176.167.164.251","trade",1364270,true,true,,false,1360471,15433,"kart36",85,50,85,979,,,,,,
2020-04-27 13:00:08,"SP2K3K","a",1352,"fuliang","176.167.164.251","orderCreate",1364270,true,true,,false,,,,85,1029,,,,,,,,
2020-04-27 13:00:08,"SP2K3K","a",2,"synt","5.49.164.229","trade",1364271,false,true,,false,1364270,1352,"fuliang",85,0,85,50,,,,,,
2020-04-27 13:00:08,"SP2K3K","a",1352,"fuliang","176.167.164.251","trade",1364270,true,true,,false,1364271,2,"synt",85,0,85,50,,,,,,
2020-04-27 13:00:08,"SP2K3K","b",2,"synt","5.49.164.229","trade",1364272,false,true,,false,1363974,107055,"moglj",15,0,15,50,,,,,,
2020-04-27 13:00:08,"SP2K3K","b",107055,"moglj","180.150.83.146","trade",1363974,true,true,,false,1364272,2,"synt",15,0,15,50,,,,,,
2020-04-27 13:00:22,"SP2K3K","a",1352,"fuliang","176.167.164.251","orderCreate",1364273,false,true,,false,,,,88,1000,,,,,,,,
2020-04-27 13:55:44,"SP2K3K","a",19759,"3sigma","37.165.43.200","trade",1360486,false,true,,false,1364278,4418,"rajx2",86,1900,86,100,,,,,,
2020-04-27 13:55:44,"SP2K3K","a",4418,"rajx2","98.3.36.93","trade",1364278,true,true,,false,1360486,19759,"3sigma",86,0,86,100,,,,,,
2020-04-27 13:55:44,"SP2K3K","a",4418,"rajx2","98.3.36.93","orderCreate",1364278,true,true,,false,,,,86,100,,,,,,,,
2020-04-27 13:55:57,"SP2K3K","a",4418,"rajx2","98.3.36.93","orderCancel",1364231,true,true,,false,,,,79,90,,,,,,,,
2020-04-27 14:52:46,"SP2K3K","b",3150,"mbmb","90.107.45.26","orderCancel",1363458,false,true,,false,,,,22,25,,,,,,,,
2020-04-27 14:52:56,"SP2K3K","b",3150,"mbmb","90.107.45.26","orderCreate",1364289,false,true,,false,,,,19,25,,,,,,,,
2020-04-27 19:37:59,"SP2K3K","a",21086,"xen","86.195.205.163","orderCreate",1364323,false,true,,false,,,,85,30,,,,,,,,
2020-04-27 19:38:09,"SP2K3K","a",21086,"xen","86.195.205.163","orderCancel",1364323,false,true,,false,,,,85,30,,,,,,,,
2020-04-27 19:38:28,"SP2K3K","a",21086,"xen","86.195.205.163","orderCreate",1364324,false,true,,false,,,,85,145,,,,,,,,
2020-04-28 02:35:28,"SP2K3K","a",1352,"fuliang","176.167.164.67","orderCancel",1364269,true,true,,false,,,,80,200,,,,,,,,
2020-04-28 04:29:06,"SP2K3K","a",21086,"xen","86.195.205.163","trade",1364324,false,true,,false,1364406,1352,"fuliang",85,0,85,145,,,,,,
2020-04-28 04:29:06,"SP2K3K","a",1352,"fuliang","176.167.164.67","trade",1364406,true,true,,false,1364324,21086,"xen",85,0,85,145,,,,,,
2020-04-28 04:29:06,"SP2K3K","a",1352,"fuliang","176.167.164.67","orderCreate",1364406,true,true,,false,,,,85,145,,,,,,,,
2020-04-28 04:29:19,"SP2K3K","a",1352,"fuliang","176.167.164.67","orderCreate",1364407,true,true,,false,,,,82,26,,,,,,,,
2020-04-28 05:27:31,"SP2K3K","a",1352,"fuliang","176.167.164.67","orderCancel",1360338,true,true,,false,,,,68,5000,,,,,,,,
2020-04-28 05:27:49,"SP2K3K","a",19759,"3sigma","37.170.48.247","trade",1360486,false,true,,false,1364427,1352,"fuliang",86,0,86,1900,,,,,,
2020-04-28 05:27:49,"SP2K3K","a",1352,"fuliang","176.167.164.67","trade",1364427,true,true,,false,1360486,19759,"3sigma",86,0,86,1900,,,,,,
2020-04-28 05:27:49,"SP2K3K","a",1352,"fuliang","176.167.164.67","orderCreate",1364427,true,true,,false,,,,86,1900,,,,,,,,
2020-04-28 07:55:09,"SP2K3K","a",21086,"xen","86.195.205.163","orderCreate",1364486,true,true,,false,,,,83,30,,,,,,,,
2020-04-28 08:47:38,"SP2K3K","a",1352,"fuliang","176.167.164.67","trade",1364273,false,true,,false,1364515,4418,"rajx2",88,900,88,100,,,,,,
2020-04-28 08:47:38,"SP2K3K","a",4418,"rajx2","98.3.36.93","trade",1364515,true,true,,false,1364273,1352,"fuliang",88,0,88,100,,,,,,
2020-04-28 08:47:38,"SP2K3K","a",4418,"rajx2","98.3.36.93","orderCreate",1364515,true,true,,false,,,,88,100,,,,,,,,
2020-04-28 09:15:02,"SP2K3K","a",1352,"fuliang","176.167.164.67","trade",1364273,false,true,,false,1364531,131182,"ljari",88,878,88,22,,,,,,
2020-04-28 09:15:02,"SP2K3K","a",131182,"ljari","88.18.180.194","trade",1364531,true,true,,false,1364273,1352,"fuliang",88,0,88,22,,,,,,
2020-04-28 09:15:02,"SP2K3K","a",131182,"ljari","88.18.180.194","orderCreate",1364531,true,true,,false,,,,88,22,,,,,,,,
2020-04-28 09:33:54,"SP2K3K","a",1352,"fuliang","176.167.164.67","trade",1364273,false,true,,false,1364588,131182,"ljari",88,873,88,5,,,,,,
2020-04-28 09:33:54,"SP2K3K","a",131182,"ljari","88.18.180.194","trade",1364588,true,true,,false,1364273,1352,"fuliang",88,0,88,5,,,,,,
2020-04-28 09:33:54,"SP2K3K","a",131182,"ljari","88.18.180.194","orderCreate",1364588,true,true,,false,,,,88,5,,,,,,,,
2020-04-28 09:50:20,"SP2K3K","a",1352,"fuliang","176.167.164.67","orderCancel",1364273,false,true,,false,,,,88,873,,,,,,,,
2020-04-28 13:44:27,"SP2K3K","a",1352,"fuliang","176.167.164.67","orderCancel",1360358,false,true,,false,,,,96,751,,,,,,,,
2020-04-28 23:33:44,"SP2K3K","a",15433,"kart36","131.0.217.39","orderCreate",1364792,true,true,,false,,,,82,3000,,,,,,,,
2020-04-28 23:34:36,"SP2K3K","a",15433,"kart36","131.0.217.39","orderCancel",1364792,true,true,,false,,,,82,3000,,,,,,,,
2020-04-28 23:34:50,"SP2K3K","a",15433,"kart36","131.0.217.39","orderCreate",1364793,true,true,,false,,,,84,5000,,,,,,,,
2020-04-29 01:20:17,"SP2K3K","a",1352,"fuliang","212.195.12.101","orderCreate",1364876,true,true,,false,,,,85,100,,,,,,,,
2020-04-29 03:36:13,"SP2K3K","b",2,"synt","5.49.164.229","trade",1364906,false,true,,false,1364904,14803,"oburel",15,0,15,100,,,,,,
